documentID,products
6365,"['HP Indigo 10000 Digital Press', ' HP Indigo 10000HD Digital Press', ' HP Indigo 10r Digital Press', ' HP Indigo 12000 Digital Press', ' HP Indigo 12000HD Digital Press', ' HP Indigo WS6600 Digital Press', ' HP Indigo WS6600p Digital Press', ' HP Indigo WS6800p Digital Press', ' HP Indigo 6900 Digital Press', ' HP Indigo WS6800 Digital Press', ' HP Indigo 7600 Digital Press', ' HP Indigo 7800 Digital Press', ' HP Indigo 7000 Digital Press', ' HP Indigo 7500 Digital Press', ' HP Indigo 7r Digital Press', ' HP Indigo 20000 Digital Press', ' HP Indigo 8000 Digital Press', ' HP Indigo 30000 Digital Press', ' HP Indigo 5600 Digital Press', ' HP Indigo 5900 Digital Press', ' HP Indigo 5000 Digital Press', ' HP Indigo 3500 Digital Press', ' HP Indigo 3550 Digital Press', ' HP Indigo 3050 Digital Press', ' HP Indigo 3000 Digital Press', ' HP Indigo 100K Digital Press', ' HP Indigo 6K Digital Press', ' HP Indigo 7K Digital Press', ' HP Indigo 8K Digital Press', ' HP Indigo 35K Digital Press', ' HP Indigo 7900 Digital Press', ' HP Indigo 25K Digital Press', ' HP Indigo 15K Digital Press', ' HP Indigo WS6000p Digital Press', ' HP Indigo WS6000 Digital Press', ' HP Indigo 6r Digital Press', ' HP Indigo 6P Digital Press', ' HP Indigo 5r Digital Press', ' HP Indigo 5500 Digital Press', ' HP Indigo ws2000 Digital Press', ' HP Indigo s2000 Digital Press', ' HP Indigo ws4000 Digital Press ', ' HP Indigo ws4050 Digital Press', ' HP Indigo ws4500 Digital Press', ' HP Indigo WS4600 Digital Press', ' HP Indigo W7200 Digital Press', ' HP Indigo W7250 Digital Press', ' HP Indigo V12 Digital Press', ' HP Indigo 200K Digital Press', ' HP Indigo 120K Digital Press', ' HP Indigo 18K Digital Press', ' ']"
6395,"['HP Indigo 10000 Digital Press', ' HP Indigo 10000HD Digital Press', ' HP Indigo 10r Digital Press', ' HP Indigo 12000 Digital Press', ' HP Indigo 12000HD Digital Press', ' HP Indigo WS6600 Digital Press', ' HP Indigo WS6600p Digital Press', ' HP Indigo WS6800p Digital Press', ' HP Indigo 6900 Digital Press', ' HP Indigo WS6800 Digital Press', ' HP Indigo 7600 Digital Press', ' HP Indigo 7800 Digital Press', ' HP Indigo 7000 Digital Press', ' HP Indigo 7500 Digital Press', ' HP Indigo 7r Digital Press', ' HP Indigo 20000 Digital Press', ' HP Indigo 8000 Digital Press', ' HP Indigo 30000 Digital Press', ' HP Indigo 5600 Digital Press', ' HP Indigo 5900 Digital Press', ' HP Indigo 5000 Digital Press', ' HP Indigo 3500 Digital Press', ' HP Indigo 3550 Digital Press', ' HP Indigo 3050 Digital Press', ' HP Indigo 3000 Digital Press', ' HP Indigo 100K Digital Press', ' HP Indigo 6K Digital Press', ' HP Indigo 7K Digital Press', ' HP Indigo 8K Digital Press', ' HP Indigo 35K Digital Press', ' HP Indigo 7900 Digital Press', ' HP Indigo 25K Digital Press', ' HP Indigo 15K Digital Press', ' HP Indigo WS6000p Digital Press', ' HP Indigo WS6000 Digital Press', ' HP Indigo 6r Digital Press', ' HP Indigo 6P Digital Press', ' HP Indigo 5r Digital Press', ' HP Indigo 5500 Digital Press', ' HP Indigo ws2000 Digital Press', ' HP Indigo s2000 Digital Press', ' HP Indigo ws4000 Digital Press ', ' HP Indigo ws4050 Digital Press', ' HP Indigo ws4500 Digital Press', ' HP Indigo WS4600 Digital Press', ' HP Indigo W7200 Digital Press', ' HP Indigo W7250 Digital Press', ' HP Indigo V12 Digital Press', ' HP Indigo 200K Digital Press', ' HP Indigo 120K Digital Press', ' HP Indigo 18K Digital Press', ' ', 'HP PageWide Web Press T200', ' HP PageWide Web Press T230', ' HP PageWide Web Press T235', ' HP PageWide Web Press T240 HD', ' HP PageWide Web Press T260M', ' HP PageWide Web Press T260ML', ' HP PageWide Web Press T300', ' HP PageWide Web Press T300M', ' HP PageWide Web Press T350', ' HP PageWide Web Press T350M', ' HP PageWide Web Press T360', ' HP PageWide Web Press T360M', ' HP PageWide Web Press T400', ' HP PageWide Web Press T400M', ' HP PageWide Web Press T400S', ' HP PageWide Web Press T410', ' HP PageWide Web Press T410M', ' HP PageWide Web Press T470 HD', ' HP PageWide Web Press T480 HD', ' HP PageWide Web Press T490 HD', ' HP PageWide Web Press T490M HD', ' HP PageWide Web Press T1100S', ' HP PageWide Web Press T240M HD', ' HP PageWide Web Press T370 HD', ' HP PageWide Web Press T380 HD', ' HP PageWide Web Press T390 HD', ' HP PageWide Web Press T390M HD', ' HP PageWide Web Press T1170', ' HP PageWide Web Press T1190', ' HP PageWide Web Press T250 HD', ' HP PageWide Web Press T470S', ' HP PageWide A2200', ' HP PageWide Web Press T485', ' ']"
6732,
6739,
6875,
6876,
6877,
6878,
6930,"['HP Indigo 10000 Digital Press', ' HP Indigo 10000HD Digital Press', ' HP Indigo 10r Digital Press', ' HP Indigo 12000 Digital Press', ' HP Indigo 12000HD Digital Press', ' HP Indigo WS6600 Digital Press', ' HP Indigo WS6600p Digital Press', ' HP Indigo WS6800p Digital Press', ' HP Indigo 6900 Digital Press', ' HP Indigo WS6800 Digital Press', ' HP Indigo 7600 Digital Press', ' HP Indigo 7800 Digital Press', ' HP Indigo 7000 Digital Press', ' HP Indigo 7500 Digital Press', ' HP Indigo 7r Digital Press', ' HP Indigo 20000 Digital Press', ' HP Indigo 8000 Digital Press', ' HP Indigo 30000 Digital Press', ' HP Indigo 5600 Digital Press', ' HP Indigo 5900 Digital Press', ' HP Indigo 5000 Digital Press', ' HP Indigo 3500 Digital Press', ' HP Indigo 3550 Digital Press', ' HP Indigo 3050 Digital Press', ' HP Indigo 3000 Digital Press', ' HP Indigo 100K Digital Press', ' HP Indigo 6K Digital Press', ' HP Indigo 7K Digital Press', ' HP Indigo 8K Digital Press', ' HP Indigo 35K Digital Press', ' HP Indigo 7900 Digital Press', ' HP Indigo 25K Digital Press', ' HP Indigo 15K Digital Press', ' HP Indigo WS6000p Digital Press', ' HP Indigo WS6000 Digital Press', ' HP Indigo 6r Digital Press', ' HP Indigo 6P Digital Press', ' HP Indigo 5r Digital Press', ' HP Indigo 5500 Digital Press', ' HP Indigo ws2000 Digital Press', ' HP Indigo s2000 Digital Press', ' HP Indigo ws4000 Digital Press ', ' HP Indigo ws4050 Digital Press', ' HP Indigo ws4500 Digital Press', ' HP Indigo WS4600 Digital Press', ' HP Indigo W7200 Digital Press', ' HP Indigo W7250 Digital Press', ' HP Indigo V12 Digital Press', ' HP Indigo 200K Digital Press', ' HP Indigo 120K Digital Press', ' HP Indigo 18K Digital Press', ' ', 'HP PageWide Web Press T200', ' HP PageWide Web Press T230', ' HP PageWide Web Press T235', ' HP PageWide Web Press T240 HD', ' HP PageWide Web Press T260M', ' HP PageWide Web Press T260ML', ' HP PageWide Web Press T300', ' HP PageWide Web Press T300M', ' HP PageWide Web Press T350', ' HP PageWide Web Press T350M', ' HP PageWide Web Press T360', ' HP PageWide Web Press T360M', ' HP PageWide Web Press T400', ' HP PageWide Web Press T400M', ' HP PageWide Web Press T400S', ' HP PageWide Web Press T410', ' HP PageWide Web Press T410M', ' HP PageWide Web Press T470 HD', ' HP PageWide Web Press T480 HD', ' HP PageWide Web Press T490 HD', ' HP PageWide Web Press T490M HD', ' HP PageWide Web Press T1100S', ' HP PageWide Web Press T240M HD', ' HP PageWide Web Press T370 HD', ' HP PageWide Web Press T380 HD', ' HP PageWide Web Press T390 HD', ' HP PageWide Web Press T390M HD', ' HP PageWide Web Press T1170', ' HP PageWide Web Press T1190', ' HP PageWide Web Press T250 HD', ' HP PageWide Web Press T470S', ' HP PageWide A2200', ' HP PageWide Web Press T485', ' ']"
6991,"['HP Indigo 10000 Digital Press, HP Indigo 10000HD Digital Press, HP Indigo 10r Digital Press, HP Indigo 12000 Digital Press, HP Indigo 12000HD Digital Press, HP Indigo 15K Digital Press, HP Indigo 18K Digital Press']"
7042,
7096,
7134,
7161,['HP Indigo 15K Digital Press']
7162,['HP Indigo 15K Digital Press']
7163,['HP Indigo 15K Digital Press']
7164,['HP Indigo 15K Digital Press']
7176,['HP Indigo 35K Digital Press']
7211,['HP Indigo 15K Digital Press']
7219,"['HP Indigo 10000 Digital Press', ' HP Indigo 10000HD Digital Press', ' HP Indigo 10r Digital Press', ' HP Indigo 12000 Digital Press', ' HP Indigo 12000HD Digital Press', ' HP Indigo WS6600 Digital Press', ' HP Indigo WS6600p Digital Press', ' HP Indigo WS6800p Digital Press', ' HP Indigo 6900 Digital Press', ' HP Indigo WS6800 Digital Press', ' HP Indigo 7600 Digital Press', ' HP Indigo 7800 Digital Press', ' HP Indigo 7000 Digital Press', ' HP Indigo 7500 Digital Press', ' HP Indigo 7r Digital Press', ' HP Indigo 20000 Digital Press', ' HP Indigo 8000 Digital Press', ' HP Indigo 30000 Digital Press', ' HP Indigo 5600 Digital Press', ' HP Indigo 5900 Digital Press', ' HP Indigo 5000 Digital Press', ' HP Indigo 3500 Digital Press', ' HP Indigo 3550 Digital Press', ' HP Indigo 3050 Digital Press', ' HP Indigo 3000 Digital Press', ' HP Indigo 100K Digital Press', ' HP Indigo 6K Digital Press', ' HP Indigo 7K Digital Press', ' HP Indigo 8K Digital Press', ' HP Indigo 35K Digital Press', ' HP Indigo 7900 Digital Press', ' HP Indigo 25K Digital Press', ' HP Indigo 15K Digital Press', ' HP Indigo WS6000p Digital Press', ' HP Indigo WS6000 Digital Press', ' HP Indigo 6r Digital Press', ' HP Indigo 6P Digital Press', ' HP Indigo 5r Digital Press', ' HP Indigo 5500 Digital Press', ' HP Indigo ws2000 Digital Press', ' HP Indigo s2000 Digital Press', ' HP Indigo ws4000 Digital Press ', ' HP Indigo ws4050 Digital Press', ' HP Indigo ws4500 Digital Press', ' HP Indigo WS4600 Digital Press', ' HP Indigo W7200 Digital Press', ' HP Indigo W7250 Digital Press', ' HP Indigo V12 Digital Press', ' HP Indigo 200K Digital Press', ' HP Indigo 120K Digital Press', ' HP Indigo 18K Digital Press', ' ']"
7224,"['HP PageWide Web Press T200, HP PageWide Web Press T230, HP PageWide Web Press T235, HP PageWide Web Press T240 HD, HP PageWide Web Press T260M, HP PageWide Web Press T260ML, HP PageWide Web Press T240M HD, HP PageWide Web Press T250 HD', 'HP PageWide Web Press T300, HP PageWide Web Press T300M, HP PageWide Web Press T350, HP PageWide Web Press T350M, HP PageWide Web Press T360, HP PageWide Web Press T360M, HP PageWide Web Press T370 HD, HP PageWide Web Press T380 HD, HP PageWide Web Press T390 HD, HP PageWide Web Press T390M HD']"
7344,['HP Indigo 7900 Digital Press']
7412,"['HP Indigo WS6600 Digital Press, HP Indigo WS6600p Digital Press, HP Indigo WS6800p Digital Press, HP Indigo 6900 Digital Press, HP Indigo WS6800 Digital Press, HP Indigo 6K Digital Press, HP Indigo WS6000p Digital Press, HP Indigo WS6000 Digital Press, HP Indigo 6r Digital Press, HP Indigo 6P Digital Press']"
7419,
7447,"['HP Indigo 10000 Digital Press', ' HP Indigo 10000HD Digital Press', ' HP Indigo 10r Digital Press', ' HP Indigo 12000 Digital Press', ' HP Indigo 12000HD Digital Press', ' HP Indigo WS6600 Digital Press', ' HP Indigo WS6600p Digital Press', ' HP Indigo WS6800p Digital Press', ' HP Indigo 6900 Digital Press', ' HP Indigo WS6800 Digital Press', ' HP Indigo 7600 Digital Press', ' HP Indigo 7800 Digital Press', ' HP Indigo 7000 Digital Press', ' HP Indigo 7500 Digital Press', ' HP Indigo 7r Digital Press', ' HP Indigo 20000 Digital Press', ' HP Indigo 8000 Digital Press', ' HP Indigo 30000 Digital Press', ' HP Indigo 5600 Digital Press', ' HP Indigo 5900 Digital Press', ' HP Indigo 5000 Digital Press', ' HP Indigo 3500 Digital Press', ' HP Indigo 3550 Digital Press', ' HP Indigo 3050 Digital Press', ' HP Indigo 3000 Digital Press', ' HP Indigo 100K Digital Press', ' HP Indigo 6K Digital Press', ' HP Indigo 7K Digital Press', ' HP Indigo 8K Digital Press', ' HP Indigo 35K Digital Press', ' HP Indigo 7900 Digital Press', ' HP Indigo 25K Digital Press', ' HP Indigo 15K Digital Press', ' HP Indigo WS6000p Digital Press', ' HP Indigo WS6000 Digital Press', ' HP Indigo 6r Digital Press', ' HP Indigo 6P Digital Press', ' HP Indigo 5r Digital Press', ' HP Indigo 5500 Digital Press', ' HP Indigo ws2000 Digital Press', ' HP Indigo s2000 Digital Press', ' HP Indigo ws4000 Digital Press ', ' HP Indigo ws4050 Digital Press', ' HP Indigo ws4500 Digital Press', ' HP Indigo WS4600 Digital Press', ' HP Indigo W7200 Digital Press', ' HP Indigo W7250 Digital Press', ' HP Indigo V12 Digital Press', ' HP Indigo 200K Digital Press', ' HP Indigo 120K Digital Press', ' HP Indigo 18K Digital Press', ' ']"
7458,
7471,
7475,
7478,['HP Indigo 20000 Digital Press']
7479,
7489,['HP Indigo 20000 Digital Press']
7504,"['HP PageWide Web Press T200, HP PageWide Web Press T230, HP PageWide Web Press T235, HP PageWide Web Press T240 HD, HP PageWide Web Press T260M, HP PageWide Web Press T260ML, HP PageWide Web Press T240M HD, HP PageWide Web Press T250 HD', 'HP PageWide Web Press T300, HP PageWide Web Press T300M, HP PageWide Web Press T350, HP PageWide Web Press T350M, HP PageWide Web Press T360, HP PageWide Web Press T360M, HP PageWide Web Press T370 HD, HP PageWide Web Press T380 HD, HP PageWide Web Press T390 HD, HP PageWide Web Press T390M HD']"
7508,['HP Indigo 30000 Digital Press']
7530,
7562,
7570,['HP Indigo 20000 Digital Press']
7581,['HP Indigo 15K Digital Press']
7607,['HP Indigo 35K Digital Press']
7624,['HP Indigo 20000 Digital Press']
7632,"['HP PageWide Web Press T200, HP PageWide Web Press T230, HP PageWide Web Press T235, HP PageWide Web Press T240 HD, HP PageWide Web Press T260M, HP PageWide Web Press T260ML, HP PageWide Web Press T240M HD, HP PageWide Web Press T250 HD', 'HP PageWide Web Press T300, HP PageWide Web Press T300M, HP PageWide Web Press T350, HP PageWide Web Press T350M, HP PageWide Web Press T360, HP PageWide Web Press T360M, HP PageWide Web Press T370 HD, HP PageWide Web Press T380 HD, HP PageWide Web Press T390 HD, HP PageWide Web Press T390M HD']"
7634,"['HP Indigo 10000 Digital Press', ' HP Indigo 10000HD Digital Press', ' HP Indigo 10r Digital Press', ' HP Indigo 12000 Digital Press', ' HP Indigo 12000HD Digital Press', ' HP Indigo WS6600 Digital Press', ' HP Indigo WS6600p Digital Press', ' HP Indigo WS6800p Digital Press', ' HP Indigo 6900 Digital Press', ' HP Indigo WS6800 Digital Press', ' HP Indigo 7600 Digital Press', ' HP Indigo 7800 Digital Press', ' HP Indigo 7000 Digital Press', ' HP Indigo 7500 Digital Press', ' HP Indigo 7r Digital Press', ' HP Indigo 20000 Digital Press', ' HP Indigo 8000 Digital Press', ' HP Indigo 30000 Digital Press', ' HP Indigo 5600 Digital Press', ' HP Indigo 5900 Digital Press', ' HP Indigo 5000 Digital Press', ' HP Indigo 3500 Digital Press', ' HP Indigo 3550 Digital Press', ' HP Indigo 3050 Digital Press', ' HP Indigo 3000 Digital Press', ' HP Indigo 100K Digital Press', ' HP Indigo 6K Digital Press', ' HP Indigo 7K Digital Press', ' HP Indigo 8K Digital Press', ' HP Indigo 35K Digital Press', ' HP Indigo 7900 Digital Press', ' HP Indigo 25K Digital Press', ' HP Indigo 15K Digital Press', ' HP Indigo WS6000p Digital Press', ' HP Indigo WS6000 Digital Press', ' HP Indigo 6r Digital Press', ' HP Indigo 6P Digital Press', ' HP Indigo 5r Digital Press', ' HP Indigo 5500 Digital Press', ' HP Indigo ws2000 Digital Press', ' HP Indigo s2000 Digital Press', ' HP Indigo ws4000 Digital Press ', ' HP Indigo ws4050 Digital Press', ' HP Indigo ws4500 Digital Press', ' HP Indigo WS4600 Digital Press', ' HP Indigo W7200 Digital Press', ' HP Indigo W7250 Digital Press', ' HP Indigo V12 Digital Press', ' HP Indigo 200K Digital Press', ' HP Indigo 120K Digital Press', ' HP Indigo 18K Digital Press', ' ', 'HP PageWide Web Press T200', ' HP PageWide Web Press T230', ' HP PageWide Web Press T235', ' HP PageWide Web Press T240 HD', ' HP PageWide Web Press T260M', ' HP PageWide Web Press T260ML', ' HP PageWide Web Press T300', ' HP PageWide Web Press T300M', ' HP PageWide Web Press T350', ' HP PageWide Web Press T350M', ' HP PageWide Web Press T360', ' HP PageWide Web Press T360M', ' HP PageWide Web Press T400', ' HP PageWide Web Press T400M', ' HP PageWide Web Press T400S', ' HP PageWide Web Press T410', ' HP PageWide Web Press T410M', ' HP PageWide Web Press T470 HD', ' HP PageWide Web Press T480 HD', ' HP PageWide Web Press T490 HD', ' HP PageWide Web Press T490M HD', ' HP PageWide Web Press T1100S', ' HP PageWide Web Press T240M HD', ' HP PageWide Web Press T370 HD', ' HP PageWide Web Press T380 HD', ' HP PageWide Web Press T390 HD', ' HP PageWide Web Press T390M HD', ' HP PageWide Web Press T1170', ' HP PageWide Web Press T1190', ' HP PageWide Web Press T250 HD', ' HP PageWide Web Press T470S', ' HP PageWide A2200', ' HP PageWide Web Press T485', ' ']"
7639,['HP Indigo 20000 Digital Press']
7691,"['HP PageWide Web Press T200, HP PageWide Web Press T230, HP PageWide Web Press T235, HP PageWide Web Press T240 HD, HP PageWide Web Press T260M, HP PageWide Web Press T260ML, HP PageWide Web Press T240M HD, HP PageWide Web Press T250 HD', 'HP PageWide Web Press T300, HP PageWide Web Press T300M, HP PageWide Web Press T350, HP PageWide Web Press T350M, HP PageWide Web Press T360, HP PageWide Web Press T360M, HP PageWide Web Press T370 HD, HP PageWide Web Press T380 HD, HP PageWide Web Press T390 HD, HP PageWide Web Press T390M HD']"
7705,"['HP Indigo 10000 Digital Press', ' HP Indigo 10000HD Digital Press', ' HP Indigo 10r Digital Press', ' HP Indigo 12000 Digital Press', ' HP Indigo 12000HD Digital Press', ' HP Indigo WS6600 Digital Press', ' HP Indigo WS6600p Digital Press', ' HP Indigo WS6800p Digital Press', ' HP Indigo 6900 Digital Press', ' HP Indigo WS6800 Digital Press', ' HP Indigo 7600 Digital Press', ' HP Indigo 7800 Digital Press', ' HP Indigo 7000 Digital Press', ' HP Indigo 7500 Digital Press', ' HP Indigo 7r Digital Press', ' HP Indigo 20000 Digital Press', ' HP Indigo 8000 Digital Press', ' HP Indigo 30000 Digital Press', ' HP Indigo 5600 Digital Press', ' HP Indigo 5900 Digital Press', ' HP Indigo 5000 Digital Press', ' HP Indigo 3500 Digital Press', ' HP Indigo 3550 Digital Press', ' HP Indigo 3050 Digital Press', ' HP Indigo 3000 Digital Press', ' HP Indigo 100K Digital Press', ' HP Indigo 6K Digital Press', ' HP Indigo 7K Digital Press', ' HP Indigo 8K Digital Press', ' HP Indigo 35K Digital Press', ' HP Indigo 7900 Digital Press', ' HP Indigo 25K Digital Press', ' HP Indigo 15K Digital Press', ' HP Indigo WS6000p Digital Press', ' HP Indigo WS6000 Digital Press', ' HP Indigo 6r Digital Press', ' HP Indigo 6P Digital Press', ' HP Indigo 5r Digital Press', ' HP Indigo 5500 Digital Press', ' HP Indigo ws2000 Digital Press', ' HP Indigo s2000 Digital Press', ' HP Indigo ws4000 Digital Press ', ' HP Indigo ws4050 Digital Press', ' HP Indigo ws4500 Digital Press', ' HP Indigo WS4600 Digital Press', ' HP Indigo W7200 Digital Press', ' HP Indigo W7250 Digital Press', ' HP Indigo V12 Digital Press', ' HP Indigo 200K Digital Press', ' HP Indigo 120K Digital Press', ' HP Indigo 18K Digital Press', ' ', 'HP PageWide Web Press T200', ' HP PageWide Web Press T230', ' HP PageWide Web Press T235', ' HP PageWide Web Press T240 HD', ' HP PageWide Web Press T260M', ' HP PageWide Web Press T260ML', ' HP PageWide Web Press T300', ' HP PageWide Web Press T300M', ' HP PageWide Web Press T350', ' HP PageWide Web Press T350M', ' HP PageWide Web Press T360', ' HP PageWide Web Press T360M', ' HP PageWide Web Press T400', ' HP PageWide Web Press T400M', ' HP PageWide Web Press T400S', ' HP PageWide Web Press T410', ' HP PageWide Web Press T410M', ' HP PageWide Web Press T470 HD', ' HP PageWide Web Press T480 HD', ' HP PageWide Web Press T490 HD', ' HP PageWide Web Press T490M HD', ' HP PageWide Web Press T1100S', ' HP PageWide Web Press T240M HD', ' HP PageWide Web Press T370 HD', ' HP PageWide Web Press T380 HD', ' HP PageWide Web Press T390 HD', ' HP PageWide Web Press T390M HD', ' HP PageWide Web Press T1170', ' HP PageWide Web Press T1190', ' HP PageWide Web Press T250 HD', ' HP PageWide Web Press T470S', ' HP PageWide A2200', ' HP PageWide Web Press T485', ' ']"
7733,
7741,"['HP Indigo 3550 Digital Press', 'HP Indigo 5500 Digital Press']"
7749,"['HP Indigo 10000 Digital Press, HP Indigo 10000HD Digital Press, HP Indigo 10r Digital Press, HP Indigo 12000 Digital Press, HP Indigo 12000HD Digital Press, HP Indigo 15K Digital Press, HP Indigo 18K Digital Press', 'HP Indigo 20000 Digital Press, HP Indigo 25K Digital Press', 'HP Indigo 30000 Digital Press, HP Indigo 35K Digital Press']"
7753,"['HP Indigo 10000 Digital Press', ' HP Indigo 10000HD Digital Press', ' HP Indigo 10r Digital Press', ' HP Indigo 12000 Digital Press', ' HP Indigo 12000HD Digital Press', ' HP Indigo WS6600 Digital Press', ' HP Indigo WS6600p Digital Press', ' HP Indigo WS6800p Digital Press', ' HP Indigo 6900 Digital Press', ' HP Indigo WS6800 Digital Press', ' HP Indigo 7600 Digital Press', ' HP Indigo 7800 Digital Press', ' HP Indigo 7000 Digital Press', ' HP Indigo 7500 Digital Press', ' HP Indigo 7r Digital Press', ' HP Indigo 20000 Digital Press', ' HP Indigo 8000 Digital Press', ' HP Indigo 30000 Digital Press', ' HP Indigo 5600 Digital Press', ' HP Indigo 5900 Digital Press', ' HP Indigo 5000 Digital Press', ' HP Indigo 3500 Digital Press', ' HP Indigo 3550 Digital Press', ' HP Indigo 3050 Digital Press', ' HP Indigo 3000 Digital Press', ' HP Indigo 100K Digital Press', ' HP Indigo 6K Digital Press', ' HP Indigo 7K Digital Press', ' HP Indigo 8K Digital Press', ' HP Indigo 35K Digital Press', ' HP Indigo 7900 Digital Press', ' HP Indigo 25K Digital Press', ' HP Indigo 15K Digital Press', ' HP Indigo WS6000p Digital Press', ' HP Indigo WS6000 Digital Press', ' HP Indigo 6r Digital Press', ' HP Indigo 6P Digital Press', ' HP Indigo 5r Digital Press', ' HP Indigo 5500 Digital Press', ' HP Indigo ws2000 Digital Press', ' HP Indigo s2000 Digital Press', ' HP Indigo ws4000 Digital Press ', ' HP Indigo ws4050 Digital Press', ' HP Indigo ws4500 Digital Press', ' HP Indigo WS4600 Digital Press', ' HP Indigo W7200 Digital Press', ' HP Indigo W7250 Digital Press', ' HP Indigo V12 Digital Press', ' HP Indigo 200K Digital Press', ' HP Indigo 120K Digital Press', ' HP Indigo 18K Digital Press', ' ', 'HP PageWide Web Press T200', ' HP PageWide Web Press T230', ' HP PageWide Web Press T235', ' HP PageWide Web Press T240 HD', ' HP PageWide Web Press T260M', ' HP PageWide Web Press T260ML', ' HP PageWide Web Press T300', ' HP PageWide Web Press T300M', ' HP PageWide Web Press T350', ' HP PageWide Web Press T350M', ' HP PageWide Web Press T360', ' HP PageWide Web Press T360M', ' HP PageWide Web Press T400', ' HP PageWide Web Press T400M', ' HP PageWide Web Press T400S', ' HP PageWide Web Press T410', ' HP PageWide Web Press T410M', ' HP PageWide Web Press T470 HD', ' HP PageWide Web Press T480 HD', ' HP PageWide Web Press T490 HD', ' HP PageWide Web Press T490M HD', ' HP PageWide Web Press T1100S', ' HP PageWide Web Press T240M HD', ' HP PageWide Web Press T370 HD', ' HP PageWide Web Press T380 HD', ' HP PageWide Web Press T390 HD', ' HP PageWide Web Press T390M HD', ' HP PageWide Web Press T1170', ' HP PageWide Web Press T1190', ' HP PageWide Web Press T250 HD', ' HP PageWide Web Press T470S', ' HP PageWide A2200', ' HP PageWide Web Press T485', ' ']"
7754,"['HP Indigo 10000 Digital Press', ' HP Indigo 10000HD Digital Press', ' HP Indigo 10r Digital Press', ' HP Indigo 12000 Digital Press', ' HP Indigo 12000HD Digital Press', ' HP Indigo WS6600 Digital Press', ' HP Indigo WS6600p Digital Press', ' HP Indigo WS6800p Digital Press', ' HP Indigo 6900 Digital Press', ' HP Indigo WS6800 Digital Press', ' HP Indigo 7600 Digital Press', ' HP Indigo 7800 Digital Press', ' HP Indigo 7000 Digital Press', ' HP Indigo 7500 Digital Press', ' HP Indigo 7r Digital Press', ' HP Indigo 20000 Digital Press', ' HP Indigo 8000 Digital Press', ' HP Indigo 30000 Digital Press', ' HP Indigo 5600 Digital Press', ' HP Indigo 5900 Digital Press', ' HP Indigo 5000 Digital Press', ' HP Indigo 3500 Digital Press', ' HP Indigo 3550 Digital Press', ' HP Indigo 3050 Digital Press', ' HP Indigo 3000 Digital Press', ' HP Indigo 100K Digital Press', ' HP Indigo 6K Digital Press', ' HP Indigo 7K Digital Press', ' HP Indigo 8K Digital Press', ' HP Indigo 35K Digital Press', ' HP Indigo 7900 Digital Press', ' HP Indigo 25K Digital Press', ' HP Indigo 15K Digital Press', ' HP Indigo WS6000p Digital Press', ' HP Indigo WS6000 Digital Press', ' HP Indigo 6r Digital Press', ' HP Indigo 6P Digital Press', ' HP Indigo 5r Digital Press', ' HP Indigo 5500 Digital Press', ' HP Indigo ws2000 Digital Press', ' HP Indigo s2000 Digital Press', ' HP Indigo ws4000 Digital Press ', ' HP Indigo ws4050 Digital Press', ' HP Indigo ws4500 Digital Press', ' HP Indigo WS4600 Digital Press', ' HP Indigo W7200 Digital Press', ' HP Indigo W7250 Digital Press', ' HP Indigo V12 Digital Press', ' HP Indigo 200K Digital Press', ' HP Indigo 120K Digital Press', ' HP Indigo 18K Digital Press', ' ', 'HP PageWide Web Press T200', ' HP PageWide Web Press T230', ' HP PageWide Web Press T235', ' HP PageWide Web Press T240 HD', ' HP PageWide Web Press T260M', ' HP PageWide Web Press T260ML', ' HP PageWide Web Press T300', ' HP PageWide Web Press T300M', ' HP PageWide Web Press T350', ' HP PageWide Web Press T350M', ' HP PageWide Web Press T360', ' HP PageWide Web Press T360M', ' HP PageWide Web Press T400', ' HP PageWide Web Press T400M', ' HP PageWide Web Press T400S', ' HP PageWide Web Press T410', ' HP PageWide Web Press T410M', ' HP PageWide Web Press T470 HD', ' HP PageWide Web Press T480 HD', ' HP PageWide Web Press T490 HD', ' HP PageWide Web Press T490M HD', ' HP PageWide Web Press T1100S', ' HP PageWide Web Press T240M HD', ' HP PageWide Web Press T370 HD', ' HP PageWide Web Press T380 HD', ' HP PageWide Web Press T390 HD', ' HP PageWide Web Press T390M HD', ' HP PageWide Web Press T1170', ' HP PageWide Web Press T1190', ' HP PageWide Web Press T250 HD', ' HP PageWide Web Press T470S', ' HP PageWide A2200', ' HP PageWide Web Press T485', ' ']"
