documentID,products
4935,"['HP Indigo 10000 Digital Press', ' HP Indigo 10000HD Digital Press', ' HP Indigo 10r Digital Press', ' HP Indigo 12000 Digital Press', ' HP Indigo 12000HD Digital Press', ' HP Indigo WS6600 Digital Press', ' HP Indigo WS6600p Digital Press', ' HP Indigo WS6800p Digital Press', ' HP Indigo 6900 Digital Press', ' HP Indigo WS6800 Digital Press', ' HP Indigo 7600 Digital Press', ' HP Indigo 7800 Digital Press', ' HP Indigo 7000 Digital Press', ' HP Indigo 7500 Digital Press', ' HP Indigo 7r Digital Press', ' HP Indigo 20000 Digital Press', ' HP Indigo 8000 Digital Press', ' HP Indigo 30000 Digital Press', ' HP Indigo 5600 Digital Press', ' HP Indigo 5900 Digital Press', ' HP Indigo 5000 Digital Press', ' HP Indigo 3500 Digital Press', ' HP Indigo 3550 Digital Press', ' HP Indigo 3050 Digital Press', ' HP Indigo 3000 Digital Press', ' HP Indigo 100K Digital Press', ' HP Indigo 6K Digital Press', ' HP Indigo 7K Digital Press', ' HP Indigo 8K Digital Press', ' HP Indigo 35K Digital Press', ' HP Indigo 7900 Digital Press', ' HP Indigo 25K Digital Press', ' HP Indigo 15K Digital Press', ' HP Indigo WS6000p Digital Press', ' HP Indigo WS6000 Digital Press', ' HP Indigo 6r Digital Press', ' HP Indigo 6P Digital Press', ' HP Indigo 5r Digital Press', ' HP Indigo 5500 Digital Press', ' HP Indigo ws2000 Digital Press', ' HP Indigo s2000 Digital Press', ' HP Indigo ws4000 Digital Press ', ' HP Indigo ws4050 Digital Press', ' HP Indigo ws4500 Digital Press', ' HP Indigo WS4600 Digital Press', ' HP Indigo W7200 Digital Press', ' HP Indigo W7250 Digital Press', ' HP Indigo V12 Digital Press', ' HP Indigo 200K Digital Press', ' HP Indigo 120K Digital Press', ' HP Indigo 18K Digital Press', ' ']"
4936,"['HP Indigo 10000 Digital Press', ' HP Indigo 10000HD Digital Press', ' HP Indigo 10r Digital Press', ' HP Indigo 12000 Digital Press', ' HP Indigo 12000HD Digital Press', ' HP Indigo WS6600 Digital Press', ' HP Indigo WS6600p Digital Press', ' HP Indigo WS6800p Digital Press', ' HP Indigo 6900 Digital Press', ' HP Indigo WS6800 Digital Press', ' HP Indigo 7600 Digital Press', ' HP Indigo 7800 Digital Press', ' HP Indigo 7000 Digital Press', ' HP Indigo 7500 Digital Press', ' HP Indigo 7r Digital Press', ' HP Indigo 20000 Digital Press', ' HP Indigo 8000 Digital Press', ' HP Indigo 30000 Digital Press', ' HP Indigo 5600 Digital Press', ' HP Indigo 5900 Digital Press', ' HP Indigo 5000 Digital Press', ' HP Indigo 3500 Digital Press', ' HP Indigo 3550 Digital Press', ' HP Indigo 3050 Digital Press', ' HP Indigo 3000 Digital Press', ' HP Indigo 100K Digital Press', ' HP Indigo 6K Digital Press', ' HP Indigo 7K Digital Press', ' HP Indigo 8K Digital Press', ' HP Indigo 35K Digital Press', ' HP Indigo 7900 Digital Press', ' HP Indigo 25K Digital Press', ' HP Indigo 15K Digital Press', ' HP Indigo WS6000p Digital Press', ' HP Indigo WS6000 Digital Press', ' HP Indigo 6r Digital Press', ' HP Indigo 6P Digital Press', ' HP Indigo 5r Digital Press', ' HP Indigo 5500 Digital Press', ' HP Indigo ws2000 Digital Press', ' HP Indigo s2000 Digital Press', ' HP Indigo ws4000 Digital Press ', ' HP Indigo ws4050 Digital Press', ' HP Indigo ws4500 Digital Press', ' HP Indigo WS4600 Digital Press', ' HP Indigo W7200 Digital Press', ' HP Indigo W7250 Digital Press', ' HP Indigo V12 Digital Press', ' HP Indigo 200K Digital Press', ' HP Indigo 120K Digital Press', ' HP Indigo 18K Digital Press', ' ']"
4937,"['HP Indigo 10000 Digital Press', ' HP Indigo 10000HD Digital Press', ' HP Indigo 10r Digital Press', ' HP Indigo 12000 Digital Press', ' HP Indigo 12000HD Digital Press', ' HP Indigo WS6600 Digital Press', ' HP Indigo WS6600p Digital Press', ' HP Indigo WS6800p Digital Press', ' HP Indigo 6900 Digital Press', ' HP Indigo WS6800 Digital Press', ' HP Indigo 7600 Digital Press', ' HP Indigo 7800 Digital Press', ' HP Indigo 7000 Digital Press', ' HP Indigo 7500 Digital Press', ' HP Indigo 7r Digital Press', ' HP Indigo 20000 Digital Press', ' HP Indigo 8000 Digital Press', ' HP Indigo 30000 Digital Press', ' HP Indigo 5600 Digital Press', ' HP Indigo 5900 Digital Press', ' HP Indigo 5000 Digital Press', ' HP Indigo 3500 Digital Press', ' HP Indigo 3550 Digital Press', ' HP Indigo 3050 Digital Press', ' HP Indigo 3000 Digital Press', ' HP Indigo 100K Digital Press', ' HP Indigo 6K Digital Press', ' HP Indigo 7K Digital Press', ' HP Indigo 8K Digital Press', ' HP Indigo 35K Digital Press', ' HP Indigo 7900 Digital Press', ' HP Indigo 25K Digital Press', ' HP Indigo 15K Digital Press', ' HP Indigo WS6000p Digital Press', ' HP Indigo WS6000 Digital Press', ' HP Indigo 6r Digital Press', ' HP Indigo 6P Digital Press', ' HP Indigo 5r Digital Press', ' HP Indigo 5500 Digital Press', ' HP Indigo ws2000 Digital Press', ' HP Indigo s2000 Digital Press', ' HP Indigo ws4000 Digital Press ', ' HP Indigo ws4050 Digital Press', ' HP Indigo ws4500 Digital Press', ' HP Indigo WS4600 Digital Press', ' HP Indigo W7200 Digital Press', ' HP Indigo W7250 Digital Press', ' HP Indigo V12 Digital Press', ' HP Indigo 200K Digital Press', ' HP Indigo 120K Digital Press', ' HP Indigo 18K Digital Press', ' ']"
5004,['HP Indigo 20000 Digital Press']
5022,"['HP PageWide Web Press T200, HP PageWide Web Press T230, HP PageWide Web Press T235, HP PageWide Web Press T240 HD, HP PageWide Web Press T260M, HP PageWide Web Press T260ML, HP PageWide Web Press T240M HD, HP PageWide Web Press T250 HD']"
5027,"['HP PageWide Web Press T300, HP PageWide Web Press T300M, HP PageWide Web Press T350, HP PageWide Web Press T350M, HP PageWide Web Press T360, HP PageWide Web Press T360M, HP PageWide Web Press T370 HD, HP PageWide Web Press T380 HD, HP PageWide Web Press T390 HD, HP PageWide Web Press T390M HD']"
5034,
5041,"['HP PageWide Web Press T400, HP PageWide Web Press T400M, HP PageWide Web Press T410, HP PageWide Web Press T410M, HP PageWide Web Press T470 HD, HP PageWide Web Press T480 HD, HP PageWide Web Press T490 HD, HP PageWide Web Press T490M HD, HP PageWide Web Press T485']"
5043,"['HP PageWide Web Press T400, HP PageWide Web Press T400M, HP PageWide Web Press T410, HP PageWide Web Press T410M, HP PageWide Web Press T470 HD, HP PageWide Web Press T480 HD, HP PageWide Web Press T490 HD, HP PageWide Web Press T490M HD, HP PageWide Web Press T485']"
5045,"['HP PageWide Web Press T300, HP PageWide Web Press T300M, HP PageWide Web Press T350, HP PageWide Web Press T350M, HP PageWide Web Press T360, HP PageWide Web Press T360M, HP PageWide Web Press T370 HD, HP PageWide Web Press T380 HD, HP PageWide Web Press T390 HD, HP PageWide Web Press T390M HD']"
5046,"['HP PageWide Web Press T400, HP PageWide Web Press T400M, HP PageWide Web Press T410, HP PageWide Web Press T410M, HP PageWide Web Press T470 HD, HP PageWide Web Press T480 HD, HP PageWide Web Press T490 HD, HP PageWide Web Press T490M HD, HP PageWide Web Press T485']"
5047,"['HP PageWide Web Press T200, HP PageWide Web Press T230, HP PageWide Web Press T235, HP PageWide Web Press T240 HD, HP PageWide Web Press T260M, HP PageWide Web Press T260ML, HP PageWide Web Press T240M HD, HP PageWide Web Press T250 HD', 'HP PageWide Web Press T300, HP PageWide Web Press T300M, HP PageWide Web Press T350, HP PageWide Web Press T350M, HP PageWide Web Press T360, HP PageWide Web Press T360M, HP PageWide Web Press T370 HD, HP PageWide Web Press T380 HD, HP PageWide Web Press T390 HD, HP PageWide Web Press T390M HD', 'HP PageWide Web Press T400, HP PageWide Web Press T400M, HP PageWide Web Press T410, HP PageWide Web Press T410M, HP PageWide Web Press T470 HD, HP PageWide Web Press T480 HD, HP PageWide Web Press T490 HD, HP PageWide Web Press T490M HD, HP PageWide Web Press T485']"
5059,
5114,['HP Indigo 20000 Digital Press']
5162,['HP Indigo 20000 Digital Press']
5244,['HP Indigo 100K Digital Press']
5260,"['HP PageWide Web Press T200, HP PageWide Web Press T230, HP PageWide Web Press T235, HP PageWide Web Press T240 HD, HP PageWide Web Press T260M, HP PageWide Web Press T260ML, HP PageWide Web Press T240M HD, HP PageWide Web Press T250 HD', 'HP PageWide Web Press T300, HP PageWide Web Press T300M, HP PageWide Web Press T350, HP PageWide Web Press T350M, HP PageWide Web Press T360, HP PageWide Web Press T360M, HP PageWide Web Press T370 HD, HP PageWide Web Press T380 HD, HP PageWide Web Press T390 HD, HP PageWide Web Press T390M HD', 'HP PageWide Web Press T400, HP PageWide Web Press T400M, HP PageWide Web Press T410, HP PageWide Web Press T410M, HP PageWide Web Press T470 HD, HP PageWide Web Press T480 HD, HP PageWide Web Press T490 HD, HP PageWide Web Press T490M HD, HP PageWide Web Press T485']"
5330,['HP Indigo 20000 Digital Press']
5331,
5332,
5334,
5361,"['HP Indigo 10000 Digital Press', ' HP Indigo 10000HD Digital Press', ' HP Indigo 10r Digital Press', ' HP Indigo 12000 Digital Press', ' HP Indigo 12000HD Digital Press', ' HP Indigo WS6600 Digital Press', ' HP Indigo WS6600p Digital Press', ' HP Indigo WS6800p Digital Press', ' HP Indigo 6900 Digital Press', ' HP Indigo WS6800 Digital Press', ' HP Indigo 7600 Digital Press', ' HP Indigo 7800 Digital Press', ' HP Indigo 7000 Digital Press', ' HP Indigo 7500 Digital Press', ' HP Indigo 7r Digital Press', ' HP Indigo 20000 Digital Press', ' HP Indigo 8000 Digital Press', ' HP Indigo 30000 Digital Press', ' HP Indigo 5600 Digital Press', ' HP Indigo 5900 Digital Press', ' HP Indigo 5000 Digital Press', ' HP Indigo 3500 Digital Press', ' HP Indigo 3550 Digital Press', ' HP Indigo 3050 Digital Press', ' HP Indigo 3000 Digital Press', ' HP Indigo 100K Digital Press', ' HP Indigo 6K Digital Press', ' HP Indigo 7K Digital Press', ' HP Indigo 8K Digital Press', ' HP Indigo 35K Digital Press', ' HP Indigo 7900 Digital Press', ' HP Indigo 25K Digital Press', ' HP Indigo 15K Digital Press', ' HP Indigo WS6000p Digital Press', ' HP Indigo WS6000 Digital Press', ' HP Indigo 6r Digital Press', ' HP Indigo 6P Digital Press', ' HP Indigo 5r Digital Press', ' HP Indigo 5500 Digital Press', ' HP Indigo ws2000 Digital Press', ' HP Indigo s2000 Digital Press', ' HP Indigo ws4000 Digital Press ', ' HP Indigo ws4050 Digital Press', ' HP Indigo ws4500 Digital Press', ' HP Indigo WS4600 Digital Press', ' HP Indigo W7200 Digital Press', ' HP Indigo W7250 Digital Press', ' HP Indigo V12 Digital Press', ' HP Indigo 200K Digital Press', ' HP Indigo 120K Digital Press', ' HP Indigo 18K Digital Press', ' ', 'HP PageWide Web Press T200', ' HP PageWide Web Press T230', ' HP PageWide Web Press T235', ' HP PageWide Web Press T240 HD', ' HP PageWide Web Press T260M', ' HP PageWide Web Press T260ML', ' HP PageWide Web Press T300', ' HP PageWide Web Press T300M', ' HP PageWide Web Press T350', ' HP PageWide Web Press T350M', ' HP PageWide Web Press T360', ' HP PageWide Web Press T360M', ' HP PageWide Web Press T400', ' HP PageWide Web Press T400M', ' HP PageWide Web Press T400S', ' HP PageWide Web Press T410', ' HP PageWide Web Press T410M', ' HP PageWide Web Press T470 HD', ' HP PageWide Web Press T480 HD', ' HP PageWide Web Press T490 HD', ' HP PageWide Web Press T490M HD', ' HP PageWide Web Press T1100S', ' HP PageWide Web Press T240M HD', ' HP PageWide Web Press T370 HD', ' HP PageWide Web Press T380 HD', ' HP PageWide Web Press T390 HD', ' HP PageWide Web Press T390M HD', ' HP PageWide Web Press T1170', ' HP PageWide Web Press T1190', ' HP PageWide Web Press T250 HD', ' HP PageWide Web Press T470S', ' HP PageWide A2200', ' HP PageWide Web Press T485', ' ']"
5404,
5414,"['HP Indigo 10000 Digital Press, HP Indigo 10000HD Digital Press, HP Indigo 10r Digital Press, HP Indigo 12000 Digital Press, HP Indigo 12000HD Digital Press, HP Indigo 15K Digital Press, HP Indigo 18K Digital Press']"
5416,"['HP PageWide Web Press T200, HP PageWide Web Press T230, HP PageWide Web Press T235, HP PageWide Web Press T240 HD, HP PageWide Web Press T260M, HP PageWide Web Press T260ML, HP PageWide Web Press T240M HD, HP PageWide Web Press T250 HD', 'HP PageWide Web Press T300, HP PageWide Web Press T300M, HP PageWide Web Press T350, HP PageWide Web Press T350M, HP PageWide Web Press T360, HP PageWide Web Press T360M, HP PageWide Web Press T370 HD, HP PageWide Web Press T380 HD, HP PageWide Web Press T390 HD, HP PageWide Web Press T390M HD', 'HP PageWide Web Press T400, HP PageWide Web Press T400M, HP PageWide Web Press T410, HP PageWide Web Press T410M, HP PageWide Web Press T470 HD, HP PageWide Web Press T480 HD, HP PageWide Web Press T490 HD, HP PageWide Web Press T490M HD, HP PageWide Web Press T485']"
5417,"['HP PageWide Web Press T200, HP PageWide Web Press T230, HP PageWide Web Press T235, HP PageWide Web Press T240 HD, HP PageWide Web Press T260M, HP PageWide Web Press T260ML, HP PageWide Web Press T240M HD, HP PageWide Web Press T250 HD', 'HP PageWide Web Press T300, HP PageWide Web Press T300M, HP PageWide Web Press T350, HP PageWide Web Press T350M, HP PageWide Web Press T360, HP PageWide Web Press T360M, HP PageWide Web Press T370 HD, HP PageWide Web Press T380 HD, HP PageWide Web Press T390 HD, HP PageWide Web Press T390M HD', 'HP PageWide Web Press T400, HP PageWide Web Press T400M, HP PageWide Web Press T410, HP PageWide Web Press T410M, HP PageWide Web Press T470 HD, HP PageWide Web Press T480 HD, HP PageWide Web Press T490 HD, HP PageWide Web Press T490M HD, HP PageWide Web Press T485']"
5448,"['HP Indigo 10000 Digital Press', ' HP Indigo 10000HD Digital Press', ' HP Indigo 10r Digital Press', ' HP Indigo 12000 Digital Press', ' HP Indigo 12000HD Digital Press', ' HP Indigo WS6600 Digital Press', ' HP Indigo WS6600p Digital Press', ' HP Indigo WS6800p Digital Press', ' HP Indigo 6900 Digital Press', ' HP Indigo WS6800 Digital Press', ' HP Indigo 7600 Digital Press', ' HP Indigo 7800 Digital Press', ' HP Indigo 7000 Digital Press', ' HP Indigo 7500 Digital Press', ' HP Indigo 7r Digital Press', ' HP Indigo 20000 Digital Press', ' HP Indigo 8000 Digital Press', ' HP Indigo 30000 Digital Press', ' HP Indigo 5600 Digital Press', ' HP Indigo 5900 Digital Press', ' HP Indigo 5000 Digital Press', ' HP Indigo 3500 Digital Press', ' HP Indigo 3550 Digital Press', ' HP Indigo 3050 Digital Press', ' HP Indigo 3000 Digital Press', ' HP Indigo 100K Digital Press', ' HP Indigo 6K Digital Press', ' HP Indigo 7K Digital Press', ' HP Indigo 8K Digital Press', ' HP Indigo 35K Digital Press', ' HP Indigo 7900 Digital Press', ' HP Indigo 25K Digital Press', ' HP Indigo 15K Digital Press', ' HP Indigo WS6000p Digital Press', ' HP Indigo WS6000 Digital Press', ' HP Indigo 6r Digital Press', ' HP Indigo 6P Digital Press', ' HP Indigo 5r Digital Press', ' HP Indigo 5500 Digital Press', ' HP Indigo ws2000 Digital Press', ' HP Indigo s2000 Digital Press', ' HP Indigo ws4000 Digital Press ', ' HP Indigo ws4050 Digital Press', ' HP Indigo ws4500 Digital Press', ' HP Indigo WS4600 Digital Press', ' HP Indigo W7200 Digital Press', ' HP Indigo W7250 Digital Press', ' HP Indigo V12 Digital Press', ' HP Indigo 200K Digital Press', ' HP Indigo 120K Digital Press', ' HP Indigo 18K Digital Press', ' ', 'HP PageWide Web Press T200', ' HP PageWide Web Press T230', ' HP PageWide Web Press T235', ' HP PageWide Web Press T240 HD', ' HP PageWide Web Press T260M', ' HP PageWide Web Press T260ML', ' HP PageWide Web Press T300', ' HP PageWide Web Press T300M', ' HP PageWide Web Press T350', ' HP PageWide Web Press T350M', ' HP PageWide Web Press T360', ' HP PageWide Web Press T360M', ' HP PageWide Web Press T400', ' HP PageWide Web Press T400M', ' HP PageWide Web Press T400S', ' HP PageWide Web Press T410', ' HP PageWide Web Press T410M', ' HP PageWide Web Press T470 HD', ' HP PageWide Web Press T480 HD', ' HP PageWide Web Press T490 HD', ' HP PageWide Web Press T490M HD', ' HP PageWide Web Press T1100S', ' HP PageWide Web Press T240M HD', ' HP PageWide Web Press T370 HD', ' HP PageWide Web Press T380 HD', ' HP PageWide Web Press T390 HD', ' HP PageWide Web Press T390M HD', ' HP PageWide Web Press T1170', ' HP PageWide Web Press T1190', ' HP PageWide Web Press T250 HD', ' HP PageWide Web Press T470S', ' HP PageWide A2200', ' HP PageWide Web Press T485', ' ']"
5495,
5508,
5540,['HP Indigo 20000 Digital Press']
5544,
5545,['HP Indigo 30000 Digital Press']
5550,"['HP Indigo WS6600 Digital Press, HP Indigo WS6600p Digital Press, HP Indigo WS6800p Digital Press, HP Indigo 6900 Digital Press, HP Indigo WS6800 Digital Press, HP Indigo 6K Digital Press, HP Indigo WS6000p Digital Press, HP Indigo WS6000 Digital Press, HP Indigo 6r Digital Press, HP Indigo 6P Digital Press']"
5583,"['HP Indigo WS6600 Digital Press, HP Indigo WS6600p Digital Press, HP Indigo WS6800p Digital Press, HP Indigo 6900 Digital Press, HP Indigo WS6800 Digital Press, HP Indigo 6K Digital Press, HP Indigo WS6000p Digital Press, HP Indigo WS6000 Digital Press, HP Indigo 6r Digital Press, HP Indigo 6P Digital Press']"
5642,
5668,"['HP Indigo 10000 Digital Press, HP Indigo 10000HD Digital Press, HP Indigo 10r Digital Press, HP Indigo 12000 Digital Press, HP Indigo 12000HD Digital Press, HP Indigo 15K Digital Press, HP Indigo 18K Digital Press']"
5703,
5704,
5705,
5706,
5707,
5708,
5709,
5710,
5723,['HP Indigo 20000 Digital Press']
5724,"['HP PageWide Web Press T200, HP PageWide Web Press T230, HP PageWide Web Press T235, HP PageWide Web Press T240 HD, HP PageWide Web Press T260M, HP PageWide Web Press T260ML, HP PageWide Web Press T240M HD, HP PageWide Web Press T250 HD', 'HP PageWide Web Press T300, HP PageWide Web Press T300M, HP PageWide Web Press T350, HP PageWide Web Press T350M, HP PageWide Web Press T360, HP PageWide Web Press T360M, HP PageWide Web Press T370 HD, HP PageWide Web Press T380 HD, HP PageWide Web Press T390 HD, HP PageWide Web Press T390M HD', 'HP PageWide Web Press T400, HP PageWide Web Press T400M, HP PageWide Web Press T410, HP PageWide Web Press T410M, HP PageWide Web Press T470 HD, HP PageWide Web Press T480 HD, HP PageWide Web Press T490 HD, HP PageWide Web Press T490M HD, HP PageWide Web Press T485']"
5733,['HP Indigo 20000 Digital Press']
5747,"['HP Indigo 10000 Digital Press, HP Indigo 10000HD Digital Press, HP Indigo 10r Digital Press, HP Indigo 12000 Digital Press, HP Indigo 12000HD Digital Press, HP Indigo 15K Digital Press, HP Indigo 18K Digital Press']"
5766,['HP Indigo 30000 Digital Press']
5768,
5771,
5776,"['HP Indigo 10000 Digital Press', ' HP Indigo 10000HD Digital Press', ' HP Indigo 10r Digital Press', ' HP Indigo 12000 Digital Press', ' HP Indigo 12000HD Digital Press', ' HP Indigo WS6600 Digital Press', ' HP Indigo WS6600p Digital Press', ' HP Indigo WS6800p Digital Press', ' HP Indigo 6900 Digital Press', ' HP Indigo WS6800 Digital Press', ' HP Indigo 7600 Digital Press', ' HP Indigo 7800 Digital Press', ' HP Indigo 7000 Digital Press', ' HP Indigo 7500 Digital Press', ' HP Indigo 7r Digital Press', ' HP Indigo 20000 Digital Press', ' HP Indigo 8000 Digital Press', ' HP Indigo 30000 Digital Press', ' HP Indigo 5600 Digital Press', ' HP Indigo 5900 Digital Press', ' HP Indigo 5000 Digital Press', ' HP Indigo 3500 Digital Press', ' HP Indigo 3550 Digital Press', ' HP Indigo 3050 Digital Press', ' HP Indigo 3000 Digital Press', ' HP Indigo 100K Digital Press', ' HP Indigo 6K Digital Press', ' HP Indigo 7K Digital Press', ' HP Indigo 8K Digital Press', ' HP Indigo 35K Digital Press', ' HP Indigo 7900 Digital Press', ' HP Indigo 25K Digital Press', ' HP Indigo 15K Digital Press', ' HP Indigo WS6000p Digital Press', ' HP Indigo WS6000 Digital Press', ' HP Indigo 6r Digital Press', ' HP Indigo 6P Digital Press', ' HP Indigo 5r Digital Press', ' HP Indigo 5500 Digital Press', ' HP Indigo ws2000 Digital Press', ' HP Indigo s2000 Digital Press', ' HP Indigo ws4000 Digital Press ', ' HP Indigo ws4050 Digital Press', ' HP Indigo ws4500 Digital Press', ' HP Indigo WS4600 Digital Press', ' HP Indigo W7200 Digital Press', ' HP Indigo W7250 Digital Press', ' HP Indigo V12 Digital Press', ' HP Indigo 200K Digital Press', ' HP Indigo 120K Digital Press', ' HP Indigo 18K Digital Press', ' ']"
5777,"['HP Indigo 10000 Digital Press', ' HP Indigo 10000HD Digital Press', ' HP Indigo 10r Digital Press', ' HP Indigo 12000 Digital Press', ' HP Indigo 12000HD Digital Press', ' HP Indigo WS6600 Digital Press', ' HP Indigo WS6600p Digital Press', ' HP Indigo WS6800p Digital Press', ' HP Indigo 6900 Digital Press', ' HP Indigo WS6800 Digital Press', ' HP Indigo 7600 Digital Press', ' HP Indigo 7800 Digital Press', ' HP Indigo 7000 Digital Press', ' HP Indigo 7500 Digital Press', ' HP Indigo 7r Digital Press', ' HP Indigo 20000 Digital Press', ' HP Indigo 8000 Digital Press', ' HP Indigo 30000 Digital Press', ' HP Indigo 5600 Digital Press', ' HP Indigo 5900 Digital Press', ' HP Indigo 5000 Digital Press', ' HP Indigo 3500 Digital Press', ' HP Indigo 3550 Digital Press', ' HP Indigo 3050 Digital Press', ' HP Indigo 3000 Digital Press', ' HP Indigo 100K Digital Press', ' HP Indigo 6K Digital Press', ' HP Indigo 7K Digital Press', ' HP Indigo 8K Digital Press', ' HP Indigo 35K Digital Press', ' HP Indigo 7900 Digital Press', ' HP Indigo 25K Digital Press', ' HP Indigo 15K Digital Press', ' HP Indigo WS6000p Digital Press', ' HP Indigo WS6000 Digital Press', ' HP Indigo 6r Digital Press', ' HP Indigo 6P Digital Press', ' HP Indigo 5r Digital Press', ' HP Indigo 5500 Digital Press', ' HP Indigo ws2000 Digital Press', ' HP Indigo s2000 Digital Press', ' HP Indigo ws4000 Digital Press ', ' HP Indigo ws4050 Digital Press', ' HP Indigo ws4500 Digital Press', ' HP Indigo WS4600 Digital Press', ' HP Indigo W7200 Digital Press', ' HP Indigo W7250 Digital Press', ' HP Indigo V12 Digital Press', ' HP Indigo 200K Digital Press', ' HP Indigo 120K Digital Press', ' HP Indigo 18K Digital Press', ' ']"
5778,"['HP Indigo 10000 Digital Press', ' HP Indigo 10000HD Digital Press', ' HP Indigo 10r Digital Press', ' HP Indigo 12000 Digital Press', ' HP Indigo 12000HD Digital Press', ' HP Indigo WS6600 Digital Press', ' HP Indigo WS6600p Digital Press', ' HP Indigo WS6800p Digital Press', ' HP Indigo 6900 Digital Press', ' HP Indigo WS6800 Digital Press', ' HP Indigo 7600 Digital Press', ' HP Indigo 7800 Digital Press', ' HP Indigo 7000 Digital Press', ' HP Indigo 7500 Digital Press', ' HP Indigo 7r Digital Press', ' HP Indigo 20000 Digital Press', ' HP Indigo 8000 Digital Press', ' HP Indigo 30000 Digital Press', ' HP Indigo 5600 Digital Press', ' HP Indigo 5900 Digital Press', ' HP Indigo 5000 Digital Press', ' HP Indigo 3500 Digital Press', ' HP Indigo 3550 Digital Press', ' HP Indigo 3050 Digital Press', ' HP Indigo 3000 Digital Press', ' HP Indigo 100K Digital Press', ' HP Indigo 6K Digital Press', ' HP Indigo 7K Digital Press', ' HP Indigo 8K Digital Press', ' HP Indigo 35K Digital Press', ' HP Indigo 7900 Digital Press', ' HP Indigo 25K Digital Press', ' HP Indigo 15K Digital Press', ' HP Indigo WS6000p Digital Press', ' HP Indigo WS6000 Digital Press', ' HP Indigo 6r Digital Press', ' HP Indigo 6P Digital Press', ' HP Indigo 5r Digital Press', ' HP Indigo 5500 Digital Press', ' HP Indigo ws2000 Digital Press', ' HP Indigo s2000 Digital Press', ' HP Indigo ws4000 Digital Press ', ' HP Indigo ws4050 Digital Press', ' HP Indigo ws4500 Digital Press', ' HP Indigo WS4600 Digital Press', ' HP Indigo W7200 Digital Press', ' HP Indigo W7250 Digital Press', ' HP Indigo V12 Digital Press', ' HP Indigo 200K Digital Press', ' HP Indigo 120K Digital Press', ' HP Indigo 18K Digital Press', ' ']"
5779,"['HP Indigo 10000 Digital Press', ' HP Indigo 10000HD Digital Press', ' HP Indigo 10r Digital Press', ' HP Indigo 12000 Digital Press', ' HP Indigo 12000HD Digital Press', ' HP Indigo WS6600 Digital Press', ' HP Indigo WS6600p Digital Press', ' HP Indigo WS6800p Digital Press', ' HP Indigo 6900 Digital Press', ' HP Indigo WS6800 Digital Press', ' HP Indigo 7600 Digital Press', ' HP Indigo 7800 Digital Press', ' HP Indigo 7000 Digital Press', ' HP Indigo 7500 Digital Press', ' HP Indigo 7r Digital Press', ' HP Indigo 20000 Digital Press', ' HP Indigo 8000 Digital Press', ' HP Indigo 30000 Digital Press', ' HP Indigo 5600 Digital Press', ' HP Indigo 5900 Digital Press', ' HP Indigo 5000 Digital Press', ' HP Indigo 3500 Digital Press', ' HP Indigo 3550 Digital Press', ' HP Indigo 3050 Digital Press', ' HP Indigo 3000 Digital Press', ' HP Indigo 100K Digital Press', ' HP Indigo 6K Digital Press', ' HP Indigo 7K Digital Press', ' HP Indigo 8K Digital Press', ' HP Indigo 35K Digital Press', ' HP Indigo 7900 Digital Press', ' HP Indigo 25K Digital Press', ' HP Indigo 15K Digital Press', ' HP Indigo WS6000p Digital Press', ' HP Indigo WS6000 Digital Press', ' HP Indigo 6r Digital Press', ' HP Indigo 6P Digital Press', ' HP Indigo 5r Digital Press', ' HP Indigo 5500 Digital Press', ' HP Indigo ws2000 Digital Press', ' HP Indigo s2000 Digital Press', ' HP Indigo ws4000 Digital Press ', ' HP Indigo ws4050 Digital Press', ' HP Indigo ws4500 Digital Press', ' HP Indigo WS4600 Digital Press', ' HP Indigo W7200 Digital Press', ' HP Indigo W7250 Digital Press', ' HP Indigo V12 Digital Press', ' HP Indigo 200K Digital Press', ' HP Indigo 120K Digital Press', ' HP Indigo 18K Digital Press', ' ']"
